Mental Health Issue,HIV/AIDS,Tobacco Use,Alcohol Use,Access to Mental Health Services,Access to SRH Education,Physical Activity,Overweight/Obesity,Age Group,Education Level,Coping Mechanism
0.23,0.02,0.09,0.07,0.02,0.48,0.25,0.12,26-30,Tertiary,Socializing
0.25,0.022,0.15,0.19,0.059,0.64,0.35,0.11,21-25,Secondary,Isolation
0.17,0.025,0.1,0.23,0.045,0.7,0.47,0.09,21-25,Primary,Socializing
0.24,0.018,0.11,0.13,0.0,0.87,0.38,0.07,26-30,Primary,Socializing
0.36,0.019,0.13,0.17,0.064,0.36,0.48,0.06,15-20,Secondary,Socializing
0.29,0.022,0.12,0.2,0.072,0.63,0.49,0.07,26-30,Tertiary,Exercise
0.47,0.016,0.17,0.15,0.029,0.63,0.46,0.09,26-30,Secondary,Substance Use
0.31,0.025,0.13,0.21,0.079,0.51,0.23,0.06,21-25,Secondary,Socializing
0.39,0.022,0.1,0.21,0.066,0.77,0.41,0.0,21-25,Secondary,Exercise
0.24,0.019,0.11,0.08,0.11,0.67,0.23,0.06,26-30,Primary,Socializing
0.14,0.018,0.13,0.21,0.045,0.57,0.22,0.12,15-20,Primary,Substance Use
0.33,0.018,0.11,0.13,0.026,0.53,0.17,0.0,26-30,No Formal Education,Isolation
0.38,0.027,0.12,0.18,0.047,0.62,0.47,0.13,26-30,Secondary,Exercise
0.31,0.015,0.16,0.11,0.045,0.6,0.56,0.04,21-25,Secondary,Socializing
0.31,0.018,0.11,0.13,0.027,0.55,0.17,0.08,15-20,Primary,Socializing
0.42,0.019,0.07,0.27,0.035,0.65,0.29,0.04,21-25,Tertiary,Isolation
0.29,0.025,0.12,0.12,0.063,0.5,0.37,0.12,15-20,Tertiary,Substance Use
0.22,0.028,0.12,0.12,0.044,0.56,0.35,0.06,21-25,Secondary,Isolation
0.47,0.026,0.08,0.14,0.004,0.46,0.41,0.1,15-20,No Formal Education,Seeking Help
0.5,0.029,0.12,-0.0,0.034,0.61,0.32,0.02,26-30,Primary,Exercise
0.45,0.005,0.19,0.18,0.065,0.65,0.33,0.19,26-30,No Formal Education,Substance Use
0.4,0.017,0.07,0.12,0.027,0.45,0.56,0.05,21-25,Tertiary,Seeking Help
0.29,0.021,0.14,0.06,0.062,0.61,0.42,0.04,21-25,Secondary,Isolation
0.36,0.017,0.12,0.05,0.026,0.47,0.36,0.08,15-20,Secondary,Seeking Help
0.31,0.019,0.11,0.18,0.065,0.6,0.55,0.16,21-25,Secondary,Exercise
0.26,0.018,0.13,0.13,0.061,0.57,0.33,0.12,21-25,Primary,Isolation
0.15,0.021,0.14,0.25,0.03,0.57,0.6,0.07,15-20,Primary,Seeking Help
0.34,0.022,0.1,0.27,0.029,0.61,0.38,0.06,26-30,Secondary,Isolation
0.4,0.012,0.04,0.09,0.079,0.62,0.33,0.05,21-25,Secondary,Seeking Help
0.31,0.017,0.13,0.06,0.025,0.48,0.44,0.07,26-30,Tertiary,Seeking Help
0.44,0.017,0.1,0.19,0.025,0.57,0.47,0.08,21-25,Tertiary,Seeking Help
0.37,0.022,0.13,0.11,0.054,0.65,0.43,0.1,15-20,Tertiary,Socializing
0.17,0.022,0.11,0.11,0.067,0.72,0.35,0.13,26-30,Primary,Seeking Help
0.42,0.016,0.12,0.15,0.039,0.59,0.47,0.11,21-25,Secondary,Isolation
0.26,0.019,0.11,0.09,0.049,0.59,0.62,0.09,26-30,Primary,Seeking Help
0.18,0.017,0.12,0.01,0.049,0.6,0.3,0.11,26-30,Secondary,Substance Use
0.23,0.022,0.12,0.15,0.044,0.57,0.35,0.11,26-30,Primary,Seeking Help
0.48,0.014,0.11,0.11,0.054,0.55,0.23,0.11,15-20,Secondary,Socializing
0.48,0.026,0.09,0.1,0.087,0.78,0.41,0.11,21-25,Tertiary,Socializing
0.26,0.025,0.14,0.09,0.068,0.61,0.47,0.08,21-25,Primary,Seeking Help
0.4,0.016,0.12,0.18,0.045,0.86,0.55,0.03,21-25,Secondary,Exercise
0.34,0.015,0.12,0.13,0.041,0.63,0.29,0.11,15-20,Secondary,Seeking Help
0.27,0.021,0.1,0.16,0.058,0.62,0.52,0.1,15-20,Secondary,Exercise
0.33,0.018,0.14,0.13,0.071,0.62,0.38,0.14,26-30,Tertiary,Exercise
0.12,0.016,0.09,0.11,0.044,0.69,0.42,0.08,15-20,No Formal Education,Seeking Help
0.25,0.016,0.1,0.15,0.072,0.57,0.37,0.18,21-25,Secondary,Socializing
0.29,0.014,0.18,0.06,0.036,0.72,0.45,0.15,15-20,Primary,Seeking Help
0.33,0.016,0.14,0.14,0.058,0.81,0.39,0.14,15-20,No Formal Education,Seeking Help
0.43,0.013,0.09,0.2,0.032,0.55,0.38,0.04,21-25,Secondary,Socializing
0.53,0.016,0.12,0.15,0.048,0.55,0.35,0.14,15-20,Tertiary,Exercise
0.23,0.01,0.16,0.07,0.069,0.45,0.32,0.05,15-20,Tertiary,Exercise
0.35,0.022,0.12,0.12,0.044,0.49,0.37,0.1,21-25,No Formal Education,Seeking Help
0.35,0.025,0.14,0.07,0.042,0.49,0.12,0.12,15-20,Tertiary,Socializing
0.02,0.017,0.07,0.09,0.054,0.47,0.27,0.05,21-25,Secondary,Seeking Help
0.36,0.016,0.09,0.15,0.052,0.41,0.24,0.08,21-25,Tertiary,Seeking Help
0.23,0.029,0.14,0.07,0.05,0.59,0.47,0.15,21-25,Secondary,Exercise
0.12,0.029,0.18,0.15,0.049,0.84,0.55,0.2,26-30,Secondary,Socializing
0.3,0.017,0.16,0.1,0.079,0.75,0.51,0.08,21-25,Primary,Seeking Help
0.39,0.027,0.13,0.14,0.034,0.54,0.37,0.14,21-25,Secondary,Seeking Help
0.22,0.02,0.18,0.2,0.064,0.66,0.5,0.14,26-30,Secondary,Seeking Help
0.47,0.023,0.15,0.18,0.067,0.52,0.31,0.0,21-25,Tertiary,Seeking Help
0.24,0.02,0.12,0.14,0.037,0.66,0.56,0.12,21-25,Primary,Seeking Help
0.5,0.006,0.12,0.17,0.068,0.46,0.34,0.07,21-25,Primary,Exercise
0.29,0.026,0.07,0.14,0.075,0.64,0.35,0.03,21-25,Primary,Isolation
0.45,0.024,0.09,0.14,0.036,0.68,0.5,0.16,21-25,Primary,Exercise
0.29,0.022,0.13,0.22,0.022,0.57,0.33,0.12,21-25,No Formal Education,Exercise
0.29,0.011,0.13,0.15,0.055,0.66,0.27,0.2,26-30,Primary,Isolation
0.25,0.019,0.14,0.1,0.045,0.55,0.34,0.14,26-30,Secondary,Socializing
0.27,0.022,0.11,0.07,0.069,0.53,0.42,0.09,21-25,Tertiary,Exercise
0.25,0.02,0.14,0.16,0.009,0.51,0.37,0.07,15-20,Primary,Substance Use
0.28,0.022,0.13,0.1,0.108,0.62,0.4,0.02,15-20,Primary,Exercise
0.43,0.015,0.16,0.11,0.001,0.63,0.2,0.16,21-25,Secondary,Isolation
0.36,0.021,0.13,0.19,0.03,0.58,0.42,0.14,26-30,Secondary,Isolation
0.14,0.021,0.15,0.16,0.056,0.56,0.33,0.11,15-20,Primary,Seeking Help
0.28,0.02,0.15,0.12,0.053,0.53,0.23,0.16,15-20,Primary,Seeking Help
0.45,0.013,0.13,0.17,0.035,0.74,0.44,0.1,21-25,Tertiary,Socializing
0.39,0.019,0.06,0.08,0.08,0.56,0.39,0.08,15-20,Primary,Substance Use
0.22,0.028,0.14,0.29,0.026,0.63,0.36,0.1,21-25,Tertiary,Exercise
0.25,0.029,0.11,0.09,0.071,0.38,0.32,0.12,26-30,Secondary,Substance Use
0.36,0.016,0.15,0.11,0.044,0.71,0.37,0.17,15-20,Tertiary,Seeking Help
0.23,0.02,0.13,0.17,0.042,0.57,0.5,0.05,26-30,Primary,Socializing
0.18,0.025,0.16,0.2,0.052,0.68,0.5,0.08,26-30,Tertiary,Isolation
0.3,0.021,0.07,0.09,0.064,0.68,0.23,0.04,26-30,Secondary,Exercise
0.37,0.019,0.17,0.16,0.028,0.63,0.43,0.06,26-30,Tertiary,Seeking Help
0.33,0.022,0.08,0.13,0.05,0.61,0.37,0.1,21-25,Primary,Isolation
0.28,0.017,0.16,0.08,0.028,0.73,0.32,0.16,21-25,Tertiary,Seeking Help
0.26,0.018,0.09,0.1,0.08,0.48,0.34,0.09,26-30,Secondary,Seeking Help
0.39,0.028,0.13,0.12,0.058,0.8,0.48,0.06,26-30,Primary,Exercise
0.21,0.019,0.12,0.16,0.049,0.6,0.4,0.1,15-20,Secondary,Seeking Help
0.38,0.027,0.12,0.12,0.0,0.73,0.45,0.09,21-25,Primary,Seeking Help
0.38,0.025,0.14,0.13,0.044,0.62,0.34,0.1,21-25,Primary,Socializing
0.26,0.023,0.13,0.08,0.036,0.65,0.32,0.18,21-25,Tertiary,Isolation
0.33,0.01,0.12,0.14,0.064,0.52,0.29,0.08,26-30,Primary,Exercise
0.36,0.018,0.11,0.08,0.046,0.53,0.42,0.09,26-30,Secondary,Seeking Help
0.29,0.018,0.07,0.2,0.075,0.61,0.42,0.09,15-20,Secondary,Socializing
0.21,0.025,0.1,0.19,0.019,0.88,0.31,0.05,21-25,Primary,Seeking Help
0.17,0.021,0.13,0.13,0.045,0.51,0.45,0.15,21-25,No Formal Education,Seeking Help
0.2,0.018,0.14,0.27,0.056,0.61,0.44,0.17,15-20,Secondary,Substance Use
0.38,0.024,0.12,0.14,0.07,0.74,0.33,0.18,26-30,Secondary,Substance Use
0.16,0.015,0.16,0.2,0.069,0.63,0.43,-0.0,21-25,Secondary,Seeking Help
0.33,0.008,0.17,0.22,0.064,0.51,0.57,0.08,26-30,Primary,Seeking Help
0.26,0.017,0.15,0.15,0.032,0.62,0.45,0.05,21-25,Secondary,Seeking Help
0.2,0.019,0.1,0.09,0.017,0.55,0.42,0.1,21-25,Secondary,Isolation
0.16,0.03,0.16,0.14,0.059,0.63,0.58,0.11,21-25,Secondary,Isolation
0.28,0.017,0.1,0.12,0.053,0.56,0.52,0.13,15-20,Tertiary,Socializing
0.43,0.023,0.12,0.18,0.104,0.75,0.32,0.0,15-20,Secondary,Socializing
0.31,0.017,0.12,0.15,0.032,0.67,0.34,0.04,26-30,Tertiary,Seeking Help
0.58,0.014,0.12,0.12,0.02,0.68,0.26,0.09,21-25,Secondary,Socializing
0.48,0.025,0.06,0.21,0.067,0.54,0.46,0.08,26-30,Secondary,Isolation
0.2,0.018,0.1,0.2,0.051,0.46,0.43,0.03,15-20,Secondary,Exercise
0.18,0.021,0.09,0.13,0.041,0.38,0.45,0.02,21-25,Tertiary,Isolation
0.39,0.022,0.13,0.12,0.019,0.5,0.22,0.08,21-25,Secondary,Socializing
0.21,0.034,0.14,0.09,0.041,0.65,0.38,0.11,26-30,Secondary,Socializing
0.22,0.022,0.1,0.12,0.039,0.59,0.54,0.11,26-30,Primary,Seeking Help
0.36,0.026,0.1,0.11,0.073,0.55,0.18,0.13,26-30,Primary,Exercise
0.47,0.016,0.13,0.14,0.063,0.59,0.4,0.17,21-25,Secondary,Exercise
0.39,0.018,0.17,0.06,0.059,0.55,0.39,0.05,15-20,Tertiary,Socializing
0.31,0.021,0.14,0.11,0.068,0.76,0.26,0.09,26-30,Secondary,Socializing
0.42,0.014,0.12,0.07,0.05,0.63,0.31,0.1,26-30,Tertiary,Socializing
0.47,0.015,0.14,0.17,0.05,0.55,0.37,0.09,21-25,No Formal Education,Seeking Help
0.28,0.021,0.09,0.18,0.039,0.5,0.42,0.08,26-30,Primary,Isolation
0.21,0.021,0.16,0.18,0.032,0.76,0.54,0.08,26-30,Tertiary,Socializing
0.23,0.019,0.08,0.17,0.06,0.73,0.36,0.04,15-20,Secondary,Isolation
0.29,0.026,0.15,0.12,0.08,0.48,0.44,0.14,21-25,Secondary,Socializing
0.26,0.017,0.19,0.12,0.044,0.71,0.22,0.08,15-20,No Formal Education,Exercise
0.33,0.021,0.11,0.18,0.048,0.8,0.4,0.06,15-20,Secondary,Socializing
0.2,0.028,0.13,0.06,0.054,0.61,0.47,0.14,21-25,Secondary,Substance Use
0.33,0.02,0.13,0.17,0.067,0.55,0.27,0.02,15-20,Tertiary,Exercise
0.26,0.016,0.12,0.16,0.068,0.73,0.37,0.12,15-20,Secondary,Seeking Help
0.3,0.014,0.15,0.18,0.066,0.53,0.07,0.06,26-30,Tertiary,Seeking Help
0.44,0.016,0.06,0.07,0.073,0.37,0.47,0.14,15-20,Secondary,Isolation
0.5,0.023,0.13,0.14,0.049,0.51,0.45,0.08,15-20,Secondary,Seeking Help
0.31,0.017,0.18,0.09,0.063,0.57,0.32,0.15,26-30,Primary,Seeking Help
0.44,0.017,0.11,0.2,0.033,0.68,0.39,0.05,26-30,Secondary,Seeking Help
0.32,0.024,0.16,0.22,0.013,0.56,0.28,0.08,21-25,Tertiary,Substance Use
0.16,0.019,0.05,0.15,0.017,0.47,0.52,0.11,15-20,Secondary,Seeking Help
0.32,0.024,0.12,0.28,0.021,0.73,0.47,0.07,15-20,No Formal Education,Socializing
0.17,0.023,0.17,0.11,0.071,0.59,0.52,0.11,26-30,Primary,Isolation
0.43,0.019,0.13,0.17,0.069,0.57,0.23,0.04,21-25,No Formal Education,Isolation
0.27,0.025,0.12,0.16,0.022,0.53,0.28,0.12,15-20,Primary,Socializing
0.09,0.017,0.13,0.15,0.086,0.66,0.38,0.09,15-20,Secondary,Seeking Help
0.16,0.024,0.08,0.13,0.048,0.49,0.54,0.08,21-25,Secondary,Exercise
0.24,0.02,0.11,0.13,0.03,0.54,0.35,0.06,15-20,Secondary,Seeking Help
0.1,0.023,0.2,0.2,0.038,0.47,0.44,0.12,21-25,Secondary,Socializing
0.33,0.022,0.13,0.14,0.045,0.56,0.38,0.18,21-25,Secondary,Exercise
0.41,0.022,0.12,0.04,0.052,0.57,0.28,0.09,21-25,Secondary,Substance Use
0.25,0.021,0.14,0.19,0.031,0.67,0.5,0.0,26-30,Tertiary,Exercise
0.31,0.023,0.09,0.21,0.047,0.42,0.49,0.1,26-30,Tertiary,Seeking Help
0.49,0.017,0.09,0.05,0.052,0.52,0.43,0.13,15-20,Secondary,Exercise
0.24,0.019,0.07,0.18,0.078,0.52,0.52,0.1,21-25,Tertiary,Substance Use
0.24,0.018,0.09,0.2,0.076,0.73,0.35,0.15,26-30,No Formal Education,Substance Use
0.25,0.015,0.08,0.14,0.045,0.57,0.49,0.05,15-20,No Formal Education,Socializing
0.37,0.017,0.16,0.06,0.071,0.71,0.44,0.11,15-20,Secondary,Socializing
0.21,0.019,0.14,0.11,0.055,0.64,0.48,0.07,15-20,Primary,Seeking Help
0.29,0.021,0.12,0.17,0.052,0.59,0.39,0.08,21-25,Secondary,Seeking Help
0.46,0.024,0.12,0.13,0.033,0.42,0.49,0.06,21-25,Tertiary,Seeking Help
0.18,0.014,0.07,0.22,0.066,0.5,0.31,0.04,21-25,No Formal Education,Substance Use
0.37,0.011,0.08,0.08,0.064,0.7,0.38,0.03,26-30,Secondary,Isolation
0.41,0.024,0.15,0.15,0.019,0.63,0.45,0.07,21-25,Secondary,Seeking Help
0.38,0.018,0.11,0.1,0.039,0.58,0.4,0.11,21-25,Secondary,Substance Use
0.4,0.006,0.1,0.16,0.061,0.48,0.22,0.07,26-30,Secondary,Exercise
0.23,0.014,0.11,0.12,0.037,0.39,0.46,0.07,15-20,Secondary,Substance Use
0.39,0.015,0.13,0.21,0.084,0.73,0.38,0.07,26-30,Secondary,Socializing
0.22,0.015,0.16,0.2,0.029,0.52,0.52,0.09,15-20,Primary,Exercise
0.29,0.021,0.08,0.23,0.028,0.54,0.55,0.04,21-25,Secondary,Isolation
0.17,0.016,0.15,0.13,0.065,0.49,0.37,0.2,26-30,Secondary,Exercise
0.31,0.026,0.12,0.18,0.042,0.49,0.47,0.1,21-25,Secondary,Seeking Help
0.3,0.027,0.11,0.1,0.033,0.61,0.39,0.03,21-25,Secondary,Socializing
0.45,0.022,0.13,0.2,0.047,0.42,0.24,0.01,21-25,Secondary,Isolation
0.19,0.011,0.13,0.11,0.064,0.64,0.34,0.02,21-25,Tertiary,Seeking Help
0.27,0.022,0.07,0.14,0.086,0.61,0.45,0.08,15-20,Secondary,Seeking Help
0.21,0.009,0.1,0.21,0.067,0.5,0.34,0.18,21-25,Secondary,Seeking Help
0.25,0.015,0.13,0.15,0.077,0.52,0.49,0.12,26-30,Secondary,Seeking Help
0.15,0.024,0.06,0.13,0.052,0.69,0.49,0.1,21-25,Primary,Seeking Help
0.18,0.023,0.13,0.15,0.058,0.59,0.52,0.07,26-30,Secondary,Socializing
0.37,0.026,0.06,0.23,0.071,0.59,0.46,0.09,15-20,Tertiary,Isolation
0.16,0.021,0.12,0.16,0.066,0.5,0.51,0.16,15-20,Secondary,Seeking Help
0.09,0.017,0.12,0.04,0.07,0.47,0.3,0.24,15-20,Primary,Isolation
0.38,0.026,0.18,0.14,0.05,0.58,0.44,0.09,26-30,Secondary,Exercise
0.22,0.026,0.12,0.2,0.027,0.56,0.46,0.1,21-25,Secondary,Seeking Help
0.42,0.027,0.12,0.13,0.027,0.58,0.45,0.08,26-30,Primary,Exercise
0.29,0.023,0.12,0.18,0.048,0.7,0.32,0.08,26-30,Primary,Socializing
0.3,0.013,0.16,0.18,0.022,0.58,0.31,0.09,15-20,Tertiary,Seeking Help
0.15,0.018,0.14,0.18,0.046,0.44,0.39,0.12,26-30,Secondary,Seeking Help
0.24,0.021,0.1,0.07,0.041,0.57,0.57,0.04,15-20,Primary,Seeking Help
0.26,0.025,0.11,0.16,0.057,0.53,0.49,0.15,15-20,Secondary,Seeking Help
0.39,0.019,0.15,0.27,0.097,0.57,0.21,0.11,15-20,Secondary,Exercise
0.33,0.012,0.18,0.15,0.039,0.54,0.28,0.15,21-25,Secondary,Socializing
0.32,0.019,0.11,0.22,0.045,0.74,0.42,0.07,21-25,Secondary,Socializing
0.24,0.021,0.13,0.23,0.044,0.49,0.41,0.23,26-30,Secondary,Exercise
0.29,0.019,0.11,0.13,0.049,0.6,0.22,0.19,21-25,Secondary,Exercise
0.42,0.021,0.16,0.23,0.018,0.53,0.29,0.09,15-20,Primary,Seeking Help
0.35,0.022,0.15,0.18,0.049,0.49,0.4,0.07,26-30,Secondary,Seeking Help
0.3,0.021,0.11,0.18,0.096,0.74,0.3,0.05,21-25,Secondary,Exercise
0.24,0.018,0.14,0.14,0.091,0.67,0.33,0.09,21-25,Tertiary,Seeking Help
0.39,0.02,0.05,0.15,0.052,0.53,0.56,0.11,15-20,Tertiary,Isolation
0.32,0.017,0.15,0.19,0.071,0.46,0.37,0.06,15-20,Tertiary,Seeking Help
0.34,0.018,0.07,0.07,0.049,0.64,0.32,0.09,21-25,Primary,Seeking Help
0.33,0.023,0.12,0.24,0.052,0.63,0.5,0.1,15-20,Secondary,Isolation
0.38,0.024,0.12,0.11,0.067,0.52,0.4,0.09,26-30,Primary,Socializing
0.14,0.018,0.13,0.23,0.048,0.43,0.35,0.07,21-25,Secondary,Isolation
0.31,0.016,0.09,0.23,0.081,0.69,0.51,0.01,26-30,Tertiary,Isolation
0.21,0.019,0.13,0.1,0.013,0.48,0.41,0.07,26-30,Secondary,Exercise
0.24,0.014,0.12,0.21,0.034,0.64,0.25,0.18,21-25,No Formal Education,Isolation
0.21,0.028,0.15,0.19,0.06,0.67,0.44,0.08,15-20,Primary,Exercise
0.34,0.02,0.1,0.09,0.023,0.64,0.35,0.14,26-30,Primary,Isolation
0.45,0.016,0.14,0.22,0.03,0.54,0.33,0.06,26-30,Secondary,Socializing
0.43,0.02,0.07,0.16,0.049,0.7,0.35,0.14,21-25,Secondary,Isolation
0.38,0.022,0.15,0.18,0.006,0.57,0.41,0.0,26-30,Secondary,Socializing
0.46,0.015,0.1,0.2,0.02,0.48,0.38,0.11,26-30,No Formal Education,Socializing
0.3,0.018,0.08,0.12,0.022,0.51,0.53,0.09,15-20,Primary,Exercise
0.21,0.021,0.15,0.18,0.053,0.5,0.31,0.01,26-30,Primary,Isolation
0.28,0.022,0.08,0.14,0.038,0.66,0.5,0.04,15-20,Secondary,Socializing
0.35,0.019,0.13,0.14,0.052,0.66,0.32,0.21,15-20,Secondary,Seeking Help
0.41,0.014,0.12,0.17,0.045,0.55,0.19,0.16,21-25,Secondary,Socializing
0.43,0.014,0.16,0.14,0.072,0.78,0.38,0.05,21-25,Secondary,Isolation
0.13,0.014,0.12,0.19,0.027,0.42,0.58,0.12,26-30,Tertiary,Isolation
0.09,0.027,0.12,0.14,0.059,0.45,0.4,0.1,26-30,Tertiary,Seeking Help
0.27,0.021,0.09,0.14,0.037,0.57,0.47,0.1,26-30,Secondary,Socializing
0.4,0.021,0.13,0.12,0.051,0.52,0.44,0.21,26-30,Tertiary,Substance Use
0.26,0.016,0.12,0.09,0.006,0.57,0.43,0.05,26-30,Secondary,Isolation
0.25,0.021,0.11,0.22,0.019,0.65,0.33,0.09,15-20,No Formal Education,Socializing
0.24,0.026,0.09,0.17,0.049,0.81,0.41,0.04,26-30,Primary,Exercise
0.26,0.022,0.16,0.26,0.062,0.55,0.55,0.0,21-25,Tertiary,Socializing
0.34,0.024,0.11,0.17,0.001,0.55,0.18,0.1,15-20,Secondary,Substance Use
0.1,0.024,0.1,0.09,0.034,0.6,0.31,0.1,21-25,Secondary,Socializing
0.4,0.013,0.19,0.18,0.028,0.76,0.47,-0.0,15-20,No Formal Education,Isolation
0.37,0.018,0.08,0.15,0.048,0.58,0.47,0.0,15-20,Secondary,Seeking Help
0.15,0.025,0.09,0.19,0.075,0.63,0.59,0.08,15-20,Secondary,Exercise
0.33,0.018,0.11,0.12,0.053,0.59,0.37,0.13,26-30,No Formal Education,Socializing
0.34,0.02,0.12,0.09,0.044,0.67,0.64,0.12,21-25,Tertiary,Socializing
0.2,0.011,0.09,0.17,0.034,0.63,0.32,0.13,21-25,Primary,Seeking Help
0.25,0.015,0.11,0.1,0.052,0.76,0.34,0.0,21-25,No Formal Education,Exercise
0.25,0.02,0.1,0.1,0.095,0.73,0.24,0.07,15-20,Tertiary,Seeking Help
0.1,0.03,0.11,0.15,0.061,0.6,0.27,0.09,26-30,Secondary,Exercise
0.23,0.019,0.11,0.15,0.046,0.55,0.34,0.15,26-30,Primary,Seeking Help
0.39,0.021,0.15,0.15,0.017,0.78,0.4,0.02,21-25,Secondary,Seeking Help
0.2,0.02,0.1,0.17,0.082,0.49,0.37,0.15,21-25,Tertiary,Seeking Help
0.31,0.024,0.1,0.14,0.064,0.63,0.3,0.07,21-25,Secondary,Isolation
0.34,0.016,0.15,0.1,0.058,0.67,0.39,0.03,15-20,Tertiary,Socializing
0.21,0.02,0.11,0.24,0.068,0.61,0.38,0.09,15-20,Primary,Exercise
0.4,0.016,0.1,0.1,0.084,0.57,0.62,0.13,21-25,Primary,Isolation
0.26,0.016,0.09,0.21,0.034,0.6,0.35,0.19,21-25,Primary,Socializing
0.26,0.028,0.16,0.04,0.062,0.61,0.44,0.03,15-20,Secondary,Seeking Help
0.31,0.014,0.14,0.16,0.073,0.78,0.39,0.08,15-20,Tertiary,Isolation
0.65,0.025,0.12,0.1,0.042,0.64,0.62,0.13,15-20,Primary,Socializing
0.39,0.012,0.06,0.12,0.063,0.84,0.43,0.07,21-25,No Formal Education,Seeking Help
0.3,0.012,0.13,0.15,0.035,0.58,0.54,0.08,21-25,Primary,Seeking Help
0.24,0.014,0.09,0.2,0.049,0.44,0.54,0.17,15-20,Secondary,Socializing
0.42,0.007,0.16,0.17,0.055,0.52,0.22,0.06,26-30,Primary,Seeking Help
0.46,0.018,0.16,0.11,0.039,0.62,0.39,0.16,26-30,Tertiary,Socializing
0.36,0.028,0.11,0.2,0.03,0.61,0.38,0.03,21-25,Secondary,Isolation
0.31,0.021,0.07,0.15,0.045,0.45,0.23,0.08,21-25,No Formal Education,Seeking Help
0.4,0.016,0.1,0.26,0.075,0.62,0.24,0.09,15-20,No Formal Education,Socializing
0.38,0.02,0.06,0.2,0.058,0.62,0.45,0.15,26-30,Primary,Socializing
0.27,0.011,0.16,0.16,0.077,0.53,0.54,0.19,26-30,No Formal Education,Socializing
0.37,0.021,0.12,0.16,0.01,0.59,0.39,0.14,15-20,Primary,Isolation
0.24,0.017,0.09,0.2,0.053,0.7,0.28,0.07,26-30,Tertiary,Socializing
0.33,0.015,0.08,0.12,0.04,0.68,0.46,0.08,26-30,Primary,Isolation
0.14,0.018,0.1,0.21,0.032,0.58,0.39,0.0,21-25,Secondary,Isolation
0.39,0.024,0.14,0.14,0.023,0.63,0.38,0.09,21-25,Secondary,Exercise
0.21,0.02,0.1,0.11,0.061,0.72,0.36,0.18,21-25,No Formal Education,Socializing
0.38,0.02,0.16,0.12,0.028,0.74,0.18,0.12,21-25,Secondary,Exercise
0.25,0.008,0.13,0.1,0.05,0.72,0.45,0.13,26-30,Secondary,Socializing
0.21,0.022,0.14,0.08,0.056,0.66,0.56,0.19,21-25,Secondary,Socializing
0.18,0.024,0.11,0.16,0.056,0.5,0.34,0.22,15-20,Tertiary,Seeking Help
0.3,0.02,0.18,0.11,0.044,0.39,0.67,0.14,15-20,No Formal Education,Isolation
0.38,0.023,0.14,0.22,0.074,0.61,0.39,0.17,26-30,No Formal Education,Socializing
0.16,0.025,0.11,0.08,0.09,0.86,0.13,0.0,15-20,Secondary,Exercise
0.24,0.02,0.13,0.14,0.067,0.57,0.54,0.13,15-20,Secondary,Isolation
0.36,0.016,0.06,0.22,0.029,0.42,0.44,0.11,15-20,Primary,Substance Use
0.26,0.025,0.11,0.23,0.062,0.49,0.46,0.06,15-20,Tertiary,Isolation
0.54,0.029,0.11,0.05,0.045,0.74,0.37,0.15,15-20,Primary,Exercise
0.18,0.017,0.15,0.2,0.073,0.45,0.31,0.13,15-20,Secondary,Substance Use
0.33,0.021,0.18,0.1,0.044,0.53,0.45,0.06,21-25,Secondary,Socializing
0.39,0.015,0.14,0.14,0.097,0.77,0.32,0.07,26-30,No Formal Education,Socializing
0.2,0.023,0.08,0.22,0.051,0.75,0.38,0.16,26-30,Primary,Isolation
0.45,0.015,0.15,0.15,0.075,0.54,0.24,0.15,15-20,Secondary,Substance Use
0.41,0.015,0.11,0.18,0.041,0.77,0.5,0.01,26-30,Tertiary,Isolation
0.24,0.018,0.12,0.09,0.018,0.65,0.27,0.14,21-25,No Formal Education,Exercise
0.38,0.013,0.07,0.07,0.034,0.71,0.52,0.05,21-25,Secondary,Seeking Help
0.26,0.015,0.12,0.13,0.06,0.52,0.38,0.13,15-20,Secondary,Socializing
0.16,0.012,0.1,0.13,0.082,0.55,0.41,0.03,26-30,Tertiary,Seeking Help
0.37,0.016,0.1,0.12,0.042,0.57,0.43,0.1,26-30,Tertiary,Seeking Help
0.31,0.017,0.2,0.14,0.022,0.7,0.48,0.13,21-25,Primary,Isolation
0.29,0.023,0.07,0.23,0.063,0.72,0.48,0.09,15-20,Tertiary,Seeking Help
0.3,0.013,0.2,0.07,0.011,0.42,0.4,0.17,15-20,Primary,Exercise
0.32,0.024,0.11,0.03,0.082,0.41,0.46,0.04,21-25,Secondary,Seeking Help
0.21,0.018,0.13,0.2,0.037,0.74,0.29,0.1,21-25,Secondary,Substance Use
0.21,0.017,0.14,0.17,0.069,0.7,0.3,0.18,15-20,Tertiary,Socializing
0.3,0.016,0.14,0.23,0.045,0.78,0.4,0.09,26-30,No Formal Education,Substance Use
0.35,0.023,0.06,0.05,0.036,0.57,0.34,0.12,21-25,Secondary,Exercise
0.35,0.016,0.07,0.15,0.044,0.59,0.23,0.07,26-30,Primary,Socializing
0.36,0.024,0.12,0.17,0.067,0.54,0.47,0.11,21-25,Secondary,Seeking Help
0.42,0.012,0.12,0.17,0.073,0.62,0.4,0.0,15-20,Tertiary,Seeking Help
0.18,0.022,0.15,0.19,0.058,0.62,0.21,0.12,21-25,Tertiary,Seeking Help
